85,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0118618
86,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0118618
87,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0104816
88,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0102648
89,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0102648
90,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00997916
91,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00997916
92,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0102648
93,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0102648
94,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.0102648
95,Stopping : standard deviation of the last 20 best fitnesses is smaller than 0.05 : 0.00997916
